event_id,x,y,z,edep
0,0.0035860123023206346,0.0,0.0003046023557741905,353.3627594257208
0,-0.0018838735680892942,0.0,0.0002798926522464269,125.47585019348686
0,-0.0017782473011932493,0.0,3.593018218597299e-05,492.6223537149382
0,0.003415330770648865,0.0,0.00021369814157032842,16.218208373139493
0,-0.0006399674073487605,0.0,9.68688274096774e-06,52.41161907679506
0,0.0028636407273204575,0.0,0.0007311573444549172,123.23500000749746
0,0.003574048281389626,0.0,0.0007816154791963991,24.085310088386834
0,-0.0014903479035834782,0.0,0.00024787335872842366,80.73055226839297
0,0.0015817304604263437,0.0,0.00036411277501049945,534.2955021152912
1,-0.0018280639796583093,0.0,0.0009042432914075651,814.7166908800066
1,-0.0010022242359409884,0.0,0.0005498685627762052,175.7604100441529
1,-0.003595415169406169,0.0,0.0004261212379522308,72.0119524557683
1,0.00265890831728796,0.0,0.0008056488053633419,276.4796174802408
2,0.002538442497705894,0.0,0.0009303984201693255,84.23416960284688
3,-0.0023109924595357007,0.0,0.0007524683375864944,15.339817325629054
3,-0.0035896492081502755,0.0,0.0004925353807142893,10.560990285888417
3,-0.0004631437225622399,0.0,0.00033440117898874864,52.4766319475524
3,-0.0008434214774486097,0.0,0.0005299405869302329,2.23757708780409
4,0.0032864213677585062,0.0,0.0005474148403797259,124.80710285677301
4,0.0018712430160149553,0.0,0.0003465587598165476,119.82394896149337
4,-0.0007382738346781981,0.0,0.00012556557863725138,180.05775685478702
5,-0.0008647154964487278,0.0,0.0006971636921379805,782.183934780257
5,-0.0024525172563481393,0.0,0.0006415044812562517,473.03650579604596
6,-0.00070956822347015,0.0,0.00024053158518014871,22.954324786996555
6,0.0013790707463336293,0.0,0.0008260646845482855,23.884993567207434
6,0.001384737047289736,0.0,0.0008243504472493495,3.7280303332946354
6,-0.000824062702340207,0.0,0.00015631697070886085,2.761695476762505
7,3.69521968615647e-05,0.0,0.00011728014780044505,0.6422872167689089
7,-0.00264750577248227,0.0,0.0003518050064103525,0.2669018550093212
7,0.002093407009709301,0.0,0.0005070824240602667,34.38019803180524
7,0.0011032149964236924,0.0,0.0009851745550906747,0.22875485939384144
7,0.0021440434825056773,0.0,0.00043436149814121775,4.412344954698692
8,-0.0038703968212842623,0.0,0.0008183804247795352,2.398972267758458
8,-0.0036788891273170678,0.0,0.0008899133763628625,1.7244423491982013
8,0.003935701977909147,0.0,0.0002940674621767778,3.5729362242528135
8,-0.002317451549713651,0.0,0.0007653633638580407,8.176779604009397
8,-0.001975789272637974,0.0,0.0008655623831722034,0.9680553448839175
8,-0.0031772592627401864,0.0,0.00012595519637935827,11.719954254097804
8,0.0038332124408049246,0.0,0.0006738388982700047,5.025086378056966
8,0.0027750977954316227,0.0,0.000324329377351518,7.454973581738404
8,0.0014118699961648354,0.0,0.0005942418273085972,3.4942869663294003
8,0.000825200960983576,0.0,0.0006825324595377216,6.503430745820627
9,0.0010026413596356313,0.0,0.0007470782671290289,10.708197196393874
9,-0.0022502888887476866,0.0,5.9943300861308284e-05,6.168367542767757
9,-0.0029522100560466073,0.0,0.0006059969672710255,27.961505809652696
9,0.0027955712498058845,0.0,4.4996821235424364e-05,4.901254535495674
9,0.00187321007233317,0.0,0.00034131864595005214,22.52176395627906
9,-0.0001717730406438198,0.0,0.0009288595498455656,5.07639630830142
10,0.0017940362199930658,0.0,0.0004925990052218141,16.84607930989208
10,0.0010672939219370167,0.0,0.000805525913576057,3.520758002908119
10,-0.0008169265955438157,0.0,0.0008059789008675837,121.53574846275573
10,0.0007361347423125029,0.0,0.00016590102437078624,204.9462470841401
10,-0.003802526742203323,0.0,0.00036275360039915205,230.06250435061008
10,0.0003735706263707188,0.0,0.0008398203522034884,82.18227868407423
10,-0.0029801145588780305,0.0,0.0008002063476835791,187.3440542173294
10,0.0029040723685378154,0.0,0.0001506874870008338,139.30573696929704
11,0.0014108885429817929,0.0,0.0006796331823951436,254.36410079842457
11,0.0035673971522566924,0.0,0.00029582409749653605,70.41607733638396
11,-0.003991103246430501,0.0,0.0002719545593981987,151.171112125071
11,-0.002256868962986048,0.0,0.0006618345851139982,242.70220200235286
11,0.0010696927981242324,0.0,0.0005934613827047238,467.49343265011225
11,-0.0038700524543243704,0.0,0.0007287780544506475,318.62167537325183
12,0.0004526274280172267,0.0,0.0003427309254279072,81.86373253278795
13,0.003347180336652464,0.0,0.0006497880467642996,65.6364574355462
14,-0.003890927808753428,0.0,0.0003227265727266384,332.81840176118226
14,0.0004348534497309524,0.0,0.00014821746209932462,109.30309991132502
14,-0.0032632099664032816,0.0,0.00081527633109056,114.09494156223187
14,0.003155235109188058,0.0,0.0008236064207981895,713.0560972732442
15,-0.0008901892169876264,0.0,0.00024029912345036676,18.323412770226653
15,-0.003240277798172988,0.0,0.0003149184445888957,2.254433819215854
15,-0.003226841325697982,0.0,0.00017689695082398393,20.18770843627023
15,0.0038986892686363674,0.0,0.00044410355690661864,12.122731324853678
15,0.0002549741320401324,0.0,0.0008736185287372154,23.69476425208222
16,-0.00018830983008480385,0.0,0.00031830409469234733,19.830304683224952
16,-8.771379753904008e-05,0.0,0.0008595563969179368,5.56912233678025
